Barrio,DESTINO,cantidad_ocio_comercio,cantidad_oficinas,cantidad_residencial,centros_docentes,distancia_al_mar,nivel_socio_economico,Valor/m2_predicho
POLIGONO PLA DE LA VALLONGA,PUERTOS COMERC.,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.31463722723541987
POLIGONO PLA DE LA VALLONGA,RELIGIOSO,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.34712508939432496
POLIGONO PLA DE LA VALLONGA,RESIDENCIAL,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.356232984281021
POLIGONO PLA DE LA VALLONGA,"SANIDAD,BENEF.",0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.3456279770570301
POLIGONO PLA DE LA VALLONGA,SOLARES,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.0,0.35605441119699366
POLIGONO SAN BLAS,COMERCIO,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.3700643557765535
POLIGONO SAN BLAS,CULTURAL,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.3970944958136149
POLIGONO SAN BLAS,DEPORTIVO,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.40604364843563756
POLIGONO SAN BLAS,EDIF. SINGULAR,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.3923580166668872
POLIGONO SAN BLAS,ESPECTACULOS,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.3970944958136149
POLIGONO SAN BLAS,INDUSTRIAL,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.4526418655800879
POLIGONO SAN BLAS,OCIO-HOSTELERIA,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.4000418921554958
POLIGONO SAN BLAS,OFICINA,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.3284524351882965
POLIGONO SAN BLAS,PUERTOS COMERC.,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.3381596523201835
POLIGONO SAN BLAS,RELIGIOSO,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.3970944958136149
POLIGONO SAN BLAS,RESIDENCIAL,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.4132225085868446
POLIGONO SAN BLAS,"SANIDAD,BENEF.",0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.3970944958136149
POLIGONO SAN BLAS,SOLARES,0.280426367727429,0.004907318421366666,0.56709481458426,1.0,0.26425881745892077,0.515077424612877,0.42435057425440936
POLÍGONO DE BABEL,COMERCIO,0.2549758894304566,0.015584480351087154,0.6336876605361331,0.5217391304347826,0.8810493204446478,0.34813909263787013,0.23728334904408488
POLÍGONO DE BABEL,CULTURAL,0.2549758894304566,0.015584480351087154,0.6336876605361331,0.5217391304347826,0.8810493204446478,0.34813909263787013,0.30543546219474194
POLÍGONO DE BABEL,DEPORTIVO,0.2549758894304566,0.015584480351087154,0.6336876605361331,0.5217391304347826,0.8810493204446478,0.34813909263787013,0.3022590592236225
POLÍGONO DE BABEL,EDIF. SINGULAR,0.2549758894304566,0.015584480351087154,0.6336876605361331,0.5217391304347826,0.8810493204446478,0.34813909263787013,0.30069898304801423
POLÍGONO DE BABEL,ESPECTACULOS,0.2549758894304566,0.015584480351087154,0.6336876605361331,0.5217391304347826,0.8810493204446478,0.34813909263787013,0.30543546219474194
POLÍGONO DE BABEL,INDUSTRIAL,0.2549758894304566,0.015584480351087154,0.6336876605361331,0.5217391304347826,0.8810493204446478,0.34813909263787013,0.3707690311060734
POLÍGONO DE BABEL,OCIO-HOSTELERIA,0.2549758894304566,0.015584480351087154,0.6336876605361331,0.5217391304347826,0.8810493204446478,0.34813909263787013,0.3083828585366226
